transaction_id,user_id,transaction_date,amount,transaction_type,status
TXN_81,USR_6,2023-07-16,4446.89,payment,success
TXN_82,USR_6,2023-10-18,6154.93,payment,success
TXN_83,USR_6,2023-07-08,2400.95,payment,success
TXN_84,USR_6,2023-11-16,5791.05,withdrawal,success
TXN_85,USR_6,2023-11-13,4093.48,withdrawal,success
TXN_86,USR_8,2023-06-24,1515.08,deposit,success
TXN_87,USR_8,2023-04-03,869.35,deposit,failed
TXN_88,USR_8,2023-06-20,8093.68,payment,success
TXN_89,USR_8,2023-06-11,1031.04,withdrawal,success
TXN_90,USR_8,2023-02-24,9621.19,withdrawal,success
TXN_91,USR_8,2023-03-04,414.89,payment,success
TXN_92,USR_8,2023-08-13,2438.98,withdrawal,success
TXN_93,USR_8,2023-03-01,4231.33,payment,success
TXN_94,USR_8,2023-05-18,4857.54,payment,success
TXN_95,USR_8,2023-05-02,9459.09,withdrawal,success
TXN_96,USR_8,2023-04-14,9001.06,payment,success
TXN_97,USR_8,2023-07-30,9504.19,deposit,success
TXN_98,USR_8,2023-04-15,6611.41,deposit,success
TXN_99,USR_8,2023-08-06,8279.86,deposit,success
TXN_100,USR_8,2023-06-02,1975.87,withdrawal,success
TXN_101,USR_8,2023-05-28,6342.04,payment,success
TXN_102,USR_8,2023-06-19,2679.48,deposit,success
TXN_103,USR_8,2023-02-22,6986.85,withdrawal,success
TXN_104,USR_8,2023-03-04,2009.48,payment,success
TXN_105,USR_8,2023-03-01,5387.8,payment,success
TXN_106,USR_10,2024-03-07,1605.73,withdrawal,success
TXN_107,USR_10,2024-06-11,2096.81,withdrawal,success
TXN_108,USR_10,2024-02-16,2257.14,payment,failed
TXN_109,USR_10,2024-06-02,6710.56,withdrawal,success
TXN_110,USR_10,2024-06-06,1824.91,withdrawal,success
TXN_111,USR_10,2024-01-20,4214.29,deposit,success
TXN_112,USR_10,2024-02-16,1627.46,withdrawal,success
TXN_113,USR_10,2024-04-16,3729.2,payment,success
TXN_114,USR_10,2024-02-02,694.51,withdrawal,success
TXN_115,USR_10,2024-02-18,1424.27,payment,success
TXN_116,USR_10,2024-03-24,429.97,withdrawal,success
TXN_117,USR_10,2024-02-20,9404.18,withdrawal,success
TXN_118,USR_10,2024-06-01,8354.5,payment,success
TXN_119,USR_10,2024-01-06,8179.66,payment,success
TXN_120,USR_10,2024-04-22,3617.29,deposit,success
TXN_121,USR_10,2024-02-21,7085.31,payment,success
TXN_122,USR_10,2024-01-07,1028.91,withdrawal,success
TXN_123,USR_10,2024-01-15,2978.72,withdrawal,success
TXN_124,USR_10,2024-02-26,4896.92,deposit,success
TXN_125,USR_10,2024-01-18,3596.75,payment,success
TXN_126,USR_14,2023-06-09,5923.09,withdrawal,success
TXN_127,USR_14,2023-03-13,6468.63,deposit,success
TXN_128,USR_14,2023-06-17,1707.27,payment,success
TXN_129,USR_14,2023-04-30,4413.42,payment,success
TXN_130,USR_14,2023-04-13,7536.85,payment,failed
TXN_131,USR_15,2023-06-06,3201.55,deposit,success
TXN_132,USR_15,2023-05-27,1674.06,withdrawal,success
TXN_133,USR_15,2023-03-09,9129.31,withdrawal,success
TXN_134,USR_15,2023-05-21,733.86,payment,success
TXN_135,USR_15,2023-08-28,559.04,payment,failed
TXN_136,USR_15,2023-06-03,2864.81,deposit,success
TXN_137,USR_15,2023-08-25,8392.97,payment,success
TXN_138,USR_15,2023-06-15,8730.41,withdrawal,success
TXN_139,USR_15,2023-06-23,6234.53,payment,success
TXN_140,USR_15,2023-03-31,2315.26,payment,success
TXN_141,USR_16,2023-09-11,3633.48,deposit,success
TXN_142,USR_16,2023-08-09,3311.63,deposit,success
TXN_143,USR_16,2023-08-29,1377.53,deposit,success
TXN_144,USR_16,2023-04-15,5957.2,deposit,success
TXN_145,USR_16,2023-04-17,1681.53,payment,failed
TXN_146,USR_16,2023-05-10,5685.38,withdrawal,success
TXN_147,USR_16,2023-07-23,9696.01,deposit,success
TXN_148,USR_16,2023-08-21,329.54,deposit,failed
TXN_149,USR_16,2023-06-14,3813.88,deposit,success
TXN_150,USR_16,2023-08-15,3505.46,deposit,success
TXN_151,USR_16,2023-04-29,6620.97,payment,success
TXN_152,USR_16,2023-07-11,1521.26,withdrawal,failed
TXN_153,USR_16,2023-05-02,1471.43,deposit,success
TXN_154,USR_16,2023-07-23,7693.16,payment,success
TXN_155,USR_16,2023-05-20,8442.89,withdrawal,success
TXN_156,USR_16,2023-04-17,5250.42,deposit,success
TXN_157,USR_16,2023-08-04,2073.66,deposit,success
TXN_158,USR_16,2023-06-20,5913.14,payment,success
TXN_159,USR_16,2023-08-06,883.31,withdrawal,success
TXN_160,USR_16,2023-08-15,5839.61,deposit,success
TXN_161,USR_18,2024-02-23,2472.8,payment,success
TXN_162,USR_18,2023-12-12,2906.34,payment,success
TXN_163,USR_18,2023-12-31,3279.89,deposit,success
TXN_164,USR_18,2023-11-25,8459.07,withdrawal,success
TXN_165,USR_18,2023-11-06,5576.26,deposit,success
TXN_166,USR_18,2023-12-03,2731.6,withdrawal,success
TXN_167,USR_18,2024-01-28,5118.63,payment,success
TXN_168,USR_18,2024-01-08,5286.21,deposit,success
TXN_169,USR_18,2023-12-15,8778.45,deposit,success
TXN_170,USR_18,2023-12-28,236.5,payment,success
TXN_171,USR_18,2024-02-16,1562.68,withdrawal,success
TXN_172,USR_18,2024-01-02,5450.93,deposit,success
TXN_173,USR_18,2023-09-28,2260.95,withdrawal,success
TXN_174,USR_18,2024-02-21,7169.85,deposit,success
TXN_175,USR_18,2023-12-10,4070.57,deposit,success
TXN_176,USR_18,2024-02-22,1792.28,withdrawal,success
TXN_177,USR_18,2023-12-14,9435.45,payment,success
TXN_178,USR_18,2023-09-15,3378.46,deposit,success
TXN_179,USR_18,2023-11-30,8901.17,payment,success
TXN_180,USR_18,2023-12-14,712.53,deposit,success
TXN_181,USR_19,2023-11-07,2028.87,deposit,success
TXN_182,USR_19,2023-10-15,5042.47,deposit,failed
TXN_183,USR_19,2023-11-10,7300.37,payment,success
TXN_184,USR_19,2023-07-25,2237.33,withdrawal,success
TXN_185,USR_19,2023-06-12,4292.6,withdrawal,success
TXN_186,USR_20,2023-08-05,1935.29,payment,success
TXN_187,USR_20,2023-11-27,5514.52,deposit,success
TXN_188,USR_20,2023-10-08,8210.82,payment,success
TXN_189,USR_20,2023-09-09,4693.57,payment,success
TXN_190,USR_20,2023-08-14,632.63,withdrawal,success
TXN_191,USR_20,2023-09-23,1465.12,deposit,success
TXN_192,USR_20,2023-08-31,7785.88,withdrawal,failed
TXN_193,USR_20,2023-10-22,6178.39,payment,success
TXN_194,USR_20,2023-12-11,3192.23,withdrawal,success
TXN_195,USR_20,2023-08-09,7663.61,payment,success
TXN_196,USR_24,2023-11-21,1280.51,deposit,success
TXN_197,USR_24,2023-07-08,2174.34,withdrawal,success
TXN_198,USR_24,2023-08-24,8174.43,payment,success
TXN_199,USR_24,2023-10-06,291.05,payment,success
TXN_200,USR_24,2023-11-24,1303.57,withdrawal,success
TXN_201,USR_24,2023-09-08,2580.01,deposit,success
TXN_202,USR_24,2023-10-18,2090.22,withdrawal,success
TXN_203,USR_24,2023-11-01,1959.63,withdrawal,success
TXN_204,USR_24,2023-11-01,4960.12,payment,success
TXN_205,USR_24,2023-07-28,6830.11,withdrawal,success
TXN_206,USR_25,2023-05-05,8235.03,deposit,success
TXN_207,USR_25,2023-06-06,833.55,withdrawal,success
TXN_208,USR_25,2023-06-27,1587.89,payment,success
TXN_209,USR_25,2023-05-19,2836.38,deposit,success
TXN_210,USR_25,2023-05-09,4332.15,deposit,failed
TXN_211,USR_25,2023-08-29,4740.73,withdrawal,success
TXN_212,USR_25,2023-07-08,6122.45,payment,success
TXN_213,USR_25,2023-08-19,5366.31,deposit,success
TXN_214,USR_25,2023-08-11,4537.46,payment,success
TXN_215,USR_25,2023-04-13,3478.99,payment,success
TXN_216,USR_26,2023-12-17,1856.62,withdrawal,success
TXN_217,USR_26,2023-12-04,8771.06,deposit,success
TXN_218,USR_26,2023-10-05,5697.52,deposit,success
TXN_219,USR_26,2024-01-22,8079.24,deposit,success
TXN_220,USR_26,2023-09-09,4441.68,deposit,success
TXN_221,USR_26,2024-01-13,4929.55,deposit,success
TXN_222,USR_26,2023-10-28,5669.05,payment,success
TXN_223,USR_26,2023-11-26,5019.2,payment,success
TXN_224,USR_26,2024-01-19,3623.98,payment,success
TXN_225,USR_26,2023-08-13,6757.85,withdrawal,success
TXN_226,USR_26,2023-12-23,3406.59,payment,success
TXN_227,USR_26,2023-09-25,1677.99,withdrawal,success
TXN_228,USR_26,2024-01-10,2235.5,payment,success
TXN_229,USR_26,2023-10-21,9707.07,deposit,success
TXN_230,USR_26,2023-08-18,3203.85,payment,success
TXN_231,USR_26,2023-08-30,8286.51,deposit,success
TXN_232,USR_26,2024-01-19,8682.77,withdrawal,success
TXN_233,USR_26,2023-08-26,590.14,withdrawal,success
TXN_234,USR_26,2024-01-06,8410.83,payment,success
TXN_235,USR_26,2023-10-23,3638.02,deposit,success
TXN_236,USR_27,2023-10-10,1329.96,deposit,success
TXN_237,USR_27,2023-09-24,296.77,withdrawal,success
TXN_238,USR_27,2024-02-17,9392.06,payment,success
TXN_239,USR_27,2023-09-28,2219.67,withdrawal,success
TXN_240,USR_27,2024-02-20,9549.64,payment,success
TXN_241,USR_28,2023-08-31,8279.52,payment,success
TXN_242,USR_28,2023-09-04,6444.28,payment,success
TXN_243,USR_28,2023-09-03,9898.31,payment,success
TXN_244,USR_28,2023-09-16,3221.19,deposit,failed
TXN_245,USR_28,2023-06-28,6467.86,payment,success
TXN_246,USR_28,2023-08-28,3242.02,deposit,success
TXN_247,USR_28,2023-05-03,968.58,deposit,success
TXN_248,USR_28,2023-06-07,9020.25,payment,success
TXN_249,USR_28,2023-09-10,3732.88,withdrawal,success
TXN_250,USR_28,2023-05-08,3306.31,withdrawal,success
TXN_251,USR_28,2023-08-21,4696.87,deposit,success
TXN_252,USR_28,2023-09-08,2190.45,deposit,success
TXN_253,USR_28,2023-04-16,850.03,payment,success
TXN_254,USR_28,2023-05-24,692.01,payment,success
TXN_255,USR_28,2023-09-03,1311.18,withdrawal,success
TXN_256,USR_28,2023-06-18,6795.34,deposit,success
TXN_257,USR_28,2023-05-08,2355.1,deposit,success
TXN_258,USR_28,2023-06-08,8747.19,deposit,failed
TXN_259,USR_28,2023-04-23,7095.24,withdrawal,success
TXN_260,USR_28,2023-05-02,1920.28,withdrawal,success
TXN_261,USR_29,2023-12-25,2180.57,withdrawal,success
TXN_262,USR_29,2024-04-23,4589.38,deposit,failed
TXN_263,USR_29,2024-01-27,2050.27,deposit,success
TXN_264,USR_29,2024-05-15,4298.21,withdrawal,success
TXN_265,USR_29,2024-03-23,4602.59,deposit,failed
TXN_266,USR_29,2024-05-01,2168.31,deposit,success
TXN_267,USR_29,2024-03-24,7930.71,deposit,success
TXN_268,USR_29,2024-01-01,565.26,deposit,success
TXN_269,USR_29,2023-12-22,5915.56,withdrawal,success
TXN_270,USR_29,2024-05-16,522.91,withdrawal,success
TXN_271,USR_30,2023-10-02,5058.19,withdrawal,success
TXN_272,USR_30,2023-06-05,3570.29,withdrawal,success
TXN_273,USR_30,2023-08-09,7465.88,withdrawal,success
TXN_274,USR_30,2023-09-18,9085.42,withdrawal,success
TXN_275,USR_30,2023-07-18,9498.06,payment,success
TXN_276,USR_31,2023-10-29,7043.79,payment,success
TXN_277,USR_31,2023-11-03,9806.97,withdrawal,success
TXN_278,USR_31,2023-06-18,6418.34,deposit,success
TXN_279,USR_31,2023-06-07,7899.66,payment,success
TXN_280,USR_31,2023-06-14,4858.83,payment,success
TXN_281,USR_31,2023-09-03,7132.4,payment,success
TXN_282,USR_31,2023-07-21,2742.82,payment,success
TXN_283,USR_31,2023-10-19,226.79,withdrawal,success
TXN_284,USR_31,2023-08-26,9375.34,deposit,success
TXN_285,USR_31,2023-09-30,7842.22,deposit,success
TXN_286,USR_33,2023-06-15,2793.18,payment,success
TXN_287,USR_35,2023-04-28,2687.53,deposit,success
TXN_288,USR_35,2023-08-15,3656.17,deposit,success
TXN_289,USR_35,2023-08-23,8834.79,deposit,success
TXN_290,USR_35,2023-08-07,6522.03,withdrawal,success
TXN_291,USR_35,2023-10-03,6457.78,withdrawal,success
TXN_292,USR_35,2023-07-26,304.07,payment,success
TXN_293,USR_35,2023-07-13,7616.16,payment,success
TXN_294,USR_35,2023-08-15,6635.77,payment,success
TXN_295,USR_35,2023-08-06,1619.43,payment,success
TXN_296,USR_35,2023-08-22,3641.19,payment,success
TXN_297,USR_35,2023-06-28,4477.51,withdrawal,success
TXN_298,USR_35,2023-06-13,3899.96,deposit,failed
TXN_299,USR_35,2023-06-21,9077.41,deposit,success
TXN_300,USR_35,2023-10-07,1361.96,deposit,success
TXN_301,USR_35,2023-10-06,6048.34,withdrawal,success
TXN_302,USR_35,2023-08-26,7593.11,withdrawal,success
TXN_303,USR_35,2023-09-30,1937.18,deposit,success
TXN_304,USR_35,2023-07-18,8348.84,payment,success
TXN_305,USR_35,2023-09-01,4833.83,deposit,success
TXN_306,USR_35,2023-05-12,1750.08,payment,success
TXN_307,USR_36,2023-12-25,7472.02,deposit,success
TXN_308,USR_36,2024-03-25,6324.85,payment,success
TXN_309,USR_36,2023-12-12,3000.13,withdrawal,success
TXN_310,USR_36,2024-04-09,915.25,payment,success
TXN_311,USR_36,2024-04-23,8942.53,deposit,failed
TXN_312,USR_36,2024-02-06,5534.49,deposit,success
TXN_313,USR_36,2024-03-27,7452.5,payment,success
TXN_314,USR_36,2024-03-08,3171.5,deposit,success
TXN_315,USR_36,2023-12-15,3270.18,deposit,success
TXN_316,USR_36,2024-02-27,4166.89,withdrawal,success
TXN_317,USR_37,2023-11-08,9596.46,deposit,success
TXN_318,USR_37,2024-01-30,9938.01,deposit,failed
TXN_319,USR_37,2023-11-10,2934.66,withdrawal,success
TXN_320,USR_37,2024-03-08,6337.59,withdrawal,success
TXN_321,USR_37,2023-12-08,4010.94,payment,success
TXN_322,USR_37,2023-11-04,3322.83,deposit,failed
TXN_323,USR_37,2024-03-04,6941.4,deposit,success
TXN_324,USR_37,2023-12-10,6919.9,payment,success
TXN_325,USR_37,2024-03-10,313.17,deposit,failed
TXN_326,USR_37,2024-01-11,171.42,payment,failed
TXN_327,USR_37,2024-03-18,2473.04,payment,success
TXN_328,USR_37,2023-12-21,806.92,payment,success
TXN_329,USR_37,2024-01-14,4309.81,deposit,success
TXN_330,USR_37,2023-11-21,9390.82,deposit,success
TXN_331,USR_37,2024-04-03,913.52,withdrawal,success
TXN_332,USR_37,2023-10-23,6815.5,deposit,success
TXN_333,USR_37,2024-04-04,7062.28,withdrawal,success
TXN_334,USR_37,2023-10-25,6983.63,withdrawal,success
TXN_335,USR_37,2024-01-12,510.17,withdrawal,success
TXN_336,USR_37,2024-03-20,8312.49,payment,success
TXN_337,USR_37,2024-01-10,7948.82,deposit,success
TXN_338,USR_37,2024-03-27,4996.37,payment,success
TXN_339,USR_37,2023-11-12,7276.9,payment,success
TXN_340,USR_37,2024-01-28,119.66,payment,failed
TXN_341,USR_37,2023-12-04,1600.79,withdrawal,success
TXN_342,USR_37,2024-03-25,4345.4,payment,success
TXN_343,USR_37,2023-10-20,4806.72,payment,success
TXN_344,USR_37,2024-04-08,2939.54,withdrawal,success
TXN_345,USR_37,2024-03-31,1774.03,withdrawal,success
TXN_346,USR_37,2023-12-06,4708.76,payment,success
TXN_347,USR_37,2024-04-12,4801.42,deposit,success
TXN_348,USR_37,2023-10-23,7024.49,payment,success
TXN_349,USR_37,2023-12-28,2732.97,payment,success
TXN_350,USR_37,2023-10-21,8537.25,payment,success
TXN_351,USR_37,2024-01-17,8526.88,payment,success
TXN_352,USR_37,2023-11-22,6767.33,deposit,failed
TXN_353,USR_37,2023-11-23,9388.63,deposit,success
TXN_354,USR_37,2024-02-12,7458.19,deposit,success
TXN_355,USR_37,2023-12-25,9675.93,deposit,success
TXN_356,USR_37,2024-03-03,7718.82,withdrawal,success
TXN_357,USR_37,2023-11-30,4188.37,deposit,success
TXN_358,USR_37,2023-11-27,2945.25,deposit,success
TXN_359,USR_37,2024-01-10,5491.89,payment,success
TXN_360,USR_37,2023-11-24,2333.24,withdrawal,success
TXN_361,USR_37,2024-04-05,9786.69,payment,success
TXN_362,USR_37,2023-10-19,7709.61,deposit,success
TXN_363,USR_37,2024-03-12,1094.59,payment,success
TXN_364,USR_37,2024-04-09,2580.91,payment,failed
TXN_365,USR_37,2024-01-07,1376.76,payment,success
TXN_366,USR_37,2023-12-22,9921.51,deposit,failed
TXN_367,USR_39,2024-01-20,9570.95,payment,success
TXN_368,USR_39,2024-05-12,3529.19,payment,success
TXN_369,USR_39,2024-01-27,1155.7,deposit,success
TXN_370,USR_39,2024-06-23,6247.27,deposit,success
TXN_371,USR_39,2024-04-09,6413.23,withdrawal,success
TXN_372,USR_39,2024-03-29,1681.72,payment,failed
TXN_373,USR_39,2024-04-13,6300.02,payment,success
TXN_374,USR_39,2024-01-26,1534.72,deposit,success
TXN_375,USR_39,2024-05-10,3621.22,withdrawal,success
TXN_376,USR_39,2024-05-26,8615.45,payment,success
TXN_377,USR_39,2024-02-20,3394.79,withdrawal,success
TXN_378,USR_39,2024-04-01,7270.86,withdrawal,success
TXN_379,USR_39,2024-03-12,5449.1,deposit,success
TXN_380,USR_39,2024-01-21,823.99,deposit,success
TXN_381,USR_39,2024-06-24,3898.8,deposit,failed
TXN_382,USR_39,2024-05-11,2878.67,payment,success
TXN_383,USR_39,2024-05-23,8315.05,payment,success
TXN_384,USR_39,2024-06-07,8597.77,deposit,success
TXN_385,USR_39,2024-06-23,8292.13,payment,success
TXN_386,USR_39,2024-05-09,3319.13,withdrawal,success
TXN_387,USR_39,2024-04-02,7438.16,deposit,success
TXN_388,USR_39,2024-06-14,9466.76,payment,success
TXN_389,USR_39,2024-01-07,2171.81,withdrawal,success
TXN_390,USR_39,2024-04-22,9057.47,payment,success
TXN_391,USR_39,2024-06-05,1835.96,deposit,success
TXN_392,USR_39,2024-02-20,8245.05,withdrawal,failed
TXN_393,USR_39,2024-01-22,2711.09,withdrawal,success
TXN_394,USR_39,2024-04-19,9213.18,payment,failed
TXN_395,USR_39,2024-02-10,717.71,withdrawal,success
TXN_396,USR_39,2024-06-19,3498.49,payment,success
TXN_397,USR_39,2024-04-29,8448.78,payment,success
TXN_398,USR_39,2024-04-13,2592.58,withdrawal,success
TXN_399,USR_39,2024-03-19,5811.37,withdrawal,success
TXN_400,USR_39,2024-03-15,9103.34,deposit,success
TXN_401,USR_39,2024-03-19,7009.69,withdrawal,success
TXN_402,USR_39,2024-06-25,2678.97,payment,success
TXN_403,USR_39,2024-02-23,3032.01,deposit,success
TXN_404,USR_39,2024-02-27,4289.43,deposit,success
TXN_405,USR_39,2024-03-13,4685.43,payment,success
TXN_406,USR_39,2024-06-27,6637.65,payment,success
TXN_407,USR_39,2024-01-30,4994.28,deposit,success
TXN_408,USR_39,2024-02-25,9387.78,deposit,success
TXN_409,USR_39,2024-06-13,1459.3,withdrawal,success
TXN_410,USR_39,2024-05-12,8524.5,deposit,success
TXN_411,USR_39,2024-05-04,292.53,deposit,success
TXN_412,USR_39,2024-06-19,2500.62,withdrawal,success
TXN_413,USR_39,2024-04-28,9944.81,payment,success
TXN_414,USR_39,2024-02-10,1429.35,withdrawal,success
TXN_415,USR_39,2024-01-06,1103.09,payment,success
TXN_416,USR_39,2024-04-06,8057.91,withdrawal,success
TXN_417,USR_40,2024-01-04,3949.98,payment,success
TXN_418,USR_40,2023-11-24,2216.16,payment,success
TXN_419,USR_40,2024-03-15,9220.58,deposit,success
TXN_420,USR_40,2023-11-05,4045.08,payment,success
TXN_421,USR_40,2023-10-24,2717.0,deposit,success
TXN_422,USR_40,2024-02-03,4614.69,deposit,success
TXN_423,USR_40,2023-11-05,8757.57,payment,success
TXN_424,USR_40,2024-01-10,4785.03,payment,success
TXN_425,USR_40,2024-02-23,8098.68,payment,success
TXN_426,USR_40,2024-03-14,7371.32,deposit,success
TXN_427,USR_40,2023-12-10,7632.65,withdrawal,success
TXN_428,USR_40,2024-01-01,6191.52,payment,success
TXN_429,USR_40,2024-02-15,5122.07,withdrawal,success
TXN_430,USR_40,2024-02-25,6243.97,withdrawal,success
TXN_431,USR_40,2023-12-23,9101.31,deposit,success
TXN_432,USR_40,2024-04-02,9509.69,payment,success
TXN_433,USR_40,2023-11-22,8035.52,payment,success
TXN_434,USR_40,2023-11-05,8454.16,deposit,success
TXN_435,USR_40,2024-01-27,5528.72,deposit,success
TXN_436,USR_40,2024-01-10,9449.2,payment,success
TXN_437,USR_40,2023-11-02,1906.33,withdrawal,success
TXN_438,USR_40,2024-01-28,8617.29,payment,success
TXN_439,USR_40,2023-12-05,6850.6,deposit,success
TXN_440,USR_40,2024-01-27,7211.17,payment,success
TXN_441,USR_40,2024-03-05,2857.12,withdrawal,success
TXN_442,USR_40,2024-01-12,963.59,payment,success
TXN_443,USR_40,2024-01-25,6670.45,withdrawal,success
TXN_444,USR_40,2024-04-05,4153.52,deposit,success
TXN_445,USR_40,2023-10-19,9287.8,payment,failed
TXN_446,USR_40,2024-03-08,3093.56,deposit,success
TXN_447,USR_40,2024-03-30,6841.9,payment,success
TXN_448,USR_40,2023-10-15,9036.49,payment,success
TXN_449,USR_40,2023-12-31,8896.97,deposit,success
TXN_450,USR_40,2023-10-19,7748.32,payment,success
TXN_451,USR_40,2024-02-11,769.59,withdrawal,failed
TXN_452,USR_40,2023-11-14,4515.01,deposit,success
TXN_453,USR_40,2023-12-11,2342.39,deposit,success
TXN_454,USR_40,2024-02-11,6206.68,deposit,success
TXN_455,USR_40,2023-12-31,7085.44,withdrawal,success
TXN_456,USR_40,2024-03-16,1541.05,deposit,failed
TXN_457,USR_40,2024-03-06,3328.27,withdrawal,success
TXN_458,USR_40,2024-02-07,7370.67,withdrawal,success
TXN_459,USR_40,2024-03-21,8336.75,payment,success
TXN_460,USR_40,2024-03-09,8880.17,deposit,success
TXN_461,USR_40,2023-12-05,9071.67,withdrawal,success
TXN_462,USR_40,2023-12-06,7891.65,withdrawal,success
TXN_463,USR_40,2024-02-22,2505.22,withdrawal,success
TXN_464,USR_40,2024-03-27,3413.41,withdrawal,success
TXN_465,USR_40,2023-11-23,2667.32,payment,success
TXN_466,USR_40,2024-01-14,1838.99,payment,success
TXN_467,USR_41,2023-03-14,1891.22,deposit,success
TXN_468,USR_41,2023-07-11,6200.92,deposit,success
TXN_469,USR_41,2023-02-02,1147.11,withdrawal,success
TXN_470,USR_41,2023-07-04,771.45,payment,success
TXN_471,USR_41,2023-01-18,2821.18,withdrawal,success
TXN_472,USR_41,2023-03-05,9417.69,deposit,success
TXN_473,USR_41,2023-03-30,4623.4,payment,success
TXN_474,USR_41,2023-06-07,7837.13,withdrawal,success
TXN_475,USR_41,2023-06-03,8371.55,withdrawal,success
TXN_476,USR_41,2023-02-26,8283.02,withdrawal,success
