user_id,signup_date,recency,frequency,monetary,segment
USR_190,2023-08-31,999.0,0.0,0.0,No Activity
USR_191,2023-09-19,999.0,0.0,0.0,No Activity
USR_192,2023-08-29,135.0,8.0,42160.89,At Risk
USR_193,2023-08-15,999.0,0.0,0.0,No Activity
USR_194,2023-09-24,999.0,0.0,0.0,No Activity
USR_195,2023-11-28,33.0,9.0,48420.61,Low Value
USR_196,2023-05-04,252.0,19.0,74209.38,Loyal
USR_197,2023-11-12,160.0,4.0,19148.1,At Risk
USR_198,2023-07-05,999.0,0.0,0.0,No Activity
USR_199,2023-10-16,999.0,0.0,0.0,No Activity
USR_200,2023-02-28,369.0,4.0,13268.53,At Risk
USR_201,2023-07-07,185.0,18.0,110679.18,Loyal
USR_202,2023-06-07,210.0,9.0,54172.659999999996,At Risk
USR_203,2023-10-22,158.0,5.0,23409.54,At Risk
USR_204,2023-12-20,17.0,8.0,30739.61,Low Value
USR_205,2023-08-12,147.0,42.0,182868.55,High Value
USR_206,2023-12-18,15.0,46.0,250786.58,High Value
USR_207,2023-07-12,999.0,0.0,0.0,No Activity
USR_208,2023-10-12,89.0,10.0,33007.61,At Risk
USR_209,2023-03-20,300.0,10.0,48240.61,At Risk
USR_210,2023-01-04,365.0,6.0,33621.4,At Risk
USR_211,2023-03-16,369.0,8.0,38025.73,At Risk
USR_212,2023-12-03,999.0,0.0,0.0,No Activity
USR_213,2023-03-25,403.0,2.0,6623.42,At Risk
USR_214,2023-01-15,350.0,47.0,234678.42,High Value
USR_215,2023-07-27,160.0,5.0,20300.72,At Risk
USR_216,2023-01-27,339.0,46.0,247579.07,High Value
USR_217,2023-11-12,60.0,8.0,20070.27,Low Value
USR_218,2023-08-24,178.0,4.0,13469.44,At Risk
USR_219,2023-04-27,263.0,5.0,27827.25,At Risk
USR_220,2023-10-01,999.0,0.0,0.0,No Activity
USR_221,2023-10-16,123.0,4.0,22697.3,At Risk
USR_222,2023-03-17,318.0,18.0,68823.07,Loyal
USR_223,2023-06-10,206.0,48.0,223866.5,High Value
USR_224,2023-03-18,288.0,42.0,224244.26,High Value
USR_225,2023-05-02,255.0,9.0,53016.08,At Risk
USR_226,2023-11-13,57.0,10.0,43215.06,Low Value
USR_227,2023-02-10,999.0,0.0,0.0,No Activity
USR_228,2023-11-14,999.0,0.0,0.0,No Activity
USR_229,2023-01-03,395.0,9.0,36217.07,At Risk
USR_230,2023-01-12,354.0,17.0,72811.2,Loyal
USR_231,2023-08-09,144.0,45.0,224557.33,High Value
USR_232,2023-07-30,192.0,3.0,12835.85,At Risk
USR_233,2023-02-04,339.0,17.0,87354.96,Loyal
USR_234,2023-06-08,212.0,18.0,98811.20999999999,Loyal
USR_235,2023-01-20,349.0,46.0,238564.52,High Value
USR_236,2023-08-16,169.0,17.0,107274.99,Loyal
USR_237,2023-07-05,204.0,18.0,89090.11,Loyal
USR_238,2023-08-13,154.0,8.0,30308.53,At Risk
USR_239,2023-01-14,392.0,6.0,29609.51,At Risk
USR_240,2023-11-12,61.0,9.0,26354.68,At Risk
USR_241,2023-12-11,59.0,9.0,20170.39,Low Value
USR_242,2023-06-13,220.0,9.0,44292.14,At Risk
USR_243,2023-04-03,297.0,9.0,44078.6,At Risk
USR_244,2023-01-01,370.0,8.0,42781.12,At Risk
USR_245,2023-07-23,164.0,19.0,109974.33,Loyal
USR_246,2023-11-30,33.0,9.0,55495.770000000004,Low Value
USR_247,2023-02-04,999.0,0.0,0.0,No Activity
USR_248,2023-10-03,999.0,0.0,0.0,No Activity
USR_249,2023-02-08,371.0,5.0,18718.239999999998,At Risk
USR_250,2023-05-06,241.0,46.0,214957.77,High Value
USR_251,2023-05-09,999.0,0.0,0.0,No Activity
USR_252,2023-06-24,214.0,5.0,24100.34,At Risk
USR_253,2023-05-25,227.0,43.0,199085.96,High Value
USR_254,2023-10-29,999.0,0.0,0.0,No Activity
USR_255,2023-10-31,62.0,17.0,93384.5,Loyal
USR_256,2023-03-14,999.0,0.0,0.0,No Activity
USR_257,2023-11-20,999.0,0.0,0.0,No Activity
USR_258,2023-03-23,319.0,9.0,55043.04,At Risk
USR_259,2023-03-30,279.0,18.0,91901.71,Loyal
USR_260,2023-11-12,76.0,5.0,22310.03,At Risk
USR_261,2023-09-24,102.0,5.0,24035.11,At Risk
USR_262,2023-03-26,999.0,0.0,0.0,No Activity
USR_263,2023-06-02,214.0,18.0,110197.5,Loyal
USR_264,2023-12-09,26.0,19.0,118891.44,Loyal
USR_265,2023-04-27,275.0,5.0,16672.94,At Risk
USR_266,2023-10-17,93.0,9.0,54206.76,At Risk
USR_267,2023-05-24,999.0,0.0,0.0,No Activity
USR_268,2023-03-31,291.0,9.0,32380.98,At Risk
USR_269,2023-06-08,999.0,0.0,0.0,No Activity
USR_270,2023-03-25,286.0,5.0,27020.2,At Risk
USR_271,2023-05-21,229.0,41.0,185057.92,High Value
USR_272,2023-09-28,106.0,9.0,49232.79,At Risk
USR_273,2023-12-13,36.0,4.0,21230.5,Low Value
USR_274,2023-12-11,999.0,0.0,0.0,No Activity
USR_275,2023-02-18,336.0,5.0,31329.1,At Risk
USR_276,2023-10-20,999.0,0.0,0.0,No Activity
USR_277,2023-09-11,142.0,10.0,48219.9,At Risk
USR_278,2023-05-05,250.0,17.0,54757.68,Loyal
USR_279,2023-03-09,999.0,0.0,0.0,No Activity
USR_280,2023-08-17,143.0,6.0,21668.57,At Risk
USR_281,2023-07-15,175.0,20.0,109536.53,Loyal
USR_282,2023-08-18,147.0,10.0,68198.17,At Risk
USR_283,2023-09-15,112.0,4.0,19677.1,At Risk
USR_284,2023-10-27,71.0,10.0,48899.25,At Risk
USR_285,2023-07-27,999.0,0.0,0.0,No Activity
USR_286,2023-01-03,448.0,4.0,13626.36,At Risk
USR_287,2023-12-30,999.0,0.0,0.0,No Activity
USR_288,2023-08-19,137.0,17.0,70469.53,Loyal
USR_289,2023-10-19,999.0,0.0,0.0,No Activity
USR_290,2023-11-27,999.0,0.0,0.0,No Activity
USR_291,2023-09-19,999.0,0.0,0.0,No Activity
USR_292,2023-01-12,377.0,10.0,41969.36,At Risk
USR_293,2023-06-07,219.0,8.0,32269.239999999998,At Risk
USR_294,2023-06-12,999.0,0.0,0.0,No Activity
USR_295,2023-09-13,136.0,5.0,26874.44,At Risk
USR_296,2023-09-27,999.0,0.0,0.0,No Activity
USR_297,2023-05-21,308.0,4.0,28427.219999999998,At Risk
USR_298,2023-06-22,224.0,18.0,77904.27,Loyal
USR_299,2023-03-01,316.0,5.0,26519.19,At Risk
USR_300,2023-09-24,104.0,4.0,16491.32,At Risk
USR_301,2023-05-29,220.0,18.0,110245.22,Loyal
USR_302,2023-09-17,999.0,0.0,0.0,No Activity
USR_303,2023-05-04,273.0,9.0,50818.41,At Risk
USR_304,2023-01-07,999.0,0.0,0.0,No Activity
USR_305,2023-07-02,183.0,45.0,204440.12,High Value
USR_306,2023-11-10,95.0,1.0,7668.82,At Risk
USR_307,2023-08-01,999.0,0.0,0.0,No Activity
USR_308,2023-07-10,999.0,0.0,0.0,No Activity
USR_309,2023-04-22,999.0,0.0,0.0,No Activity
USR_310,2023-02-11,329.0,5.0,12220.0,At Risk
USR_311,2023-05-09,999.0,0.0,0.0,No Activity
USR_312,2023-08-20,146.0,18.0,93829.79,Loyal
USR_313,2023-03-20,344.0,5.0,30862.28,At Risk
USR_314,2023-03-28,279.0,17.0,106839.76000000001,Loyal
USR_315,2023-06-01,238.0,20.0,113556.54,Loyal
USR_316,2023-05-19,999.0,0.0,0.0,No Activity
USR_317,2023-09-18,999.0,0.0,0.0,No Activity
USR_318,2023-08-08,145.0,4.0,18141.2,At Risk
USR_319,2023-02-18,999.0,0.0,0.0,No Activity
USR_320,2023-04-29,999.0,0.0,0.0,No Activity
USR_321,2023-09-26,96.0,19.0,98914.77,Loyal
USR_322,2023-01-10,361.0,41.0,183721.36000000002,High Value
USR_323,2023-04-24,254.0,18.0,90363.29,Loyal
USR_324,2023-04-23,999.0,0.0,0.0,No Activity
USR_325,2023-09-25,132.0,17.0,81712.76,Loyal
USR_326,2023-10-29,64.0,47.0,245853.07,High Value
USR_327,2023-05-30,228.0,4.0,27419.52,At Risk
USR_328,2023-10-10,135.0,4.0,20501.27,At Risk
USR_329,2023-07-08,192.0,3.0,18023.76,At Risk
USR_330,2023-10-08,999.0,0.0,0.0,No Activity
USR_331,2023-12-30,2.0,4.0,17812.43,Low Value
USR_332,2023-12-20,35.0,4.0,29223.78,Low Value
USR_333,2023-01-13,999.0,0.0,0.0,No Activity
USR_334,2023-01-12,999.0,0.0,0.0,No Activity
USR_335,2023-08-31,999.0,0.0,0.0,No Activity
USR_336,2023-05-12,244.0,19.0,95309.86,Loyal
USR_337,2023-12-25,7.0,43.0,211031.31,High Value
USR_338,2023-04-29,264.0,5.0,22842.28,At Risk
USR_339,2023-02-24,999.0,0.0,0.0,No Activity
USR_340,2023-06-08,219.0,5.0,16055.51,At Risk
USR_341,2023-11-10,77.0,5.0,21992.32,At Risk
USR_342,2023-12-16,83.0,5.0,35058.78,At Risk
USR_343,2023-09-08,114.0,9.0,56524.37,At Risk
USR_344,2023-02-16,999.0,0.0,0.0,No Activity
USR_345,2023-11-21,56.0,4.0,34237.53,Low Value
USR_346,2023-12-16,19.0,9.0,59257.55,Low Value
USR_347,2023-02-04,332.0,41.0,223635.69,High Value
USR_348,2023-03-15,297.0,19.0,96226.13,Loyal
USR_349,2023-05-09,270.0,4.0,17146.8,At Risk
USR_350,2023-07-07,182.0,43.0,179960.65,High Value
USR_351,2023-12-30,7.0,46.0,243516.32,High Value
USR_352,2023-04-30,270.0,20.0,96575.97,Loyal
USR_353,2023-11-25,39.0,18.0,86088.13,Loyal
USR_354,2023-07-15,214.0,10.0,44601.56,At Risk
USR_355,2023-09-05,999.0,0.0,0.0,No Activity
USR_356,2023-05-22,240.0,17.0,101700.95,Loyal
USR_357,2023-11-01,66.0,16.0,88922.46,Loyal
USR_358,2023-06-10,210.0,9.0,47715.16,At Risk
USR_359,2023-03-22,285.0,19.0,98612.87,Loyal
USR_360,2023-03-27,999.0,0.0,0.0,No Activity
USR_361,2023-11-26,39.0,18.0,90628.81,Loyal
USR_362,2023-05-24,233.0,14.0,81694.87,Loyal
USR_363,2023-02-28,999.0,0.0,0.0,No Activity
USR_364,2023-03-09,999.0,0.0,0.0,No Activity
USR_365,2023-04-02,999.0,0.0,0.0,No Activity
USR_366,2023-09-05,137.0,4.0,10735.22,At Risk
USR_367,2023-10-06,96.0,18.0,91798.09,Loyal
USR_368,2023-03-15,308.0,15.0,94467.11,Loyal
USR_369,2023-02-24,326.0,10.0,43663.69,At Risk
USR_370,2023-09-25,999.0,0.0,0.0,No Activity
USR_371,2023-12-29,38.0,4.0,19698.63,Low Value
USR_372,2023-06-25,999.0,0.0,0.0,No Activity
USR_373,2023-05-17,239.0,3.0,22362.4,At Risk
USR_374,2023-04-12,281.0,18.0,79214.65000000001,Loyal
USR_375,2023-10-08,117.0,5.0,32715.96,At Risk
USR_376,2023-05-14,231.0,47.0,197465.69,High Value
USR_377,2023-08-01,190.0,10.0,39628.88,At Risk
USR_378,2023-10-04,89.0,16.0,64499.43,Loyal
USR_379,2023-11-03,75.0,20.0,108456.31999999999,Loyal
USR_380,2023-04-18,257.0,44.0,196353.69,High Value
USR_381,2023-06-05,999.0,0.0,0.0,No Activity
USR_382,2023-12-09,24.0,9.0,40768.31,Low Value
USR_383,2023-08-15,159.0,4.0,13966.83,At Risk
USR_384,2023-12-21,13.0,19.0,88562.69,Loyal
USR_385,2023-12-20,999.0,0.0,0.0,No Activity
USR_386,2023-05-27,999.0,0.0,0.0,No Activity
USR_387,2023-08-03,999.0,0.0,0.0,No Activity
USR_388,2023-10-02,143.0,4.0,20208.2,At Risk
USR_389,2023-05-01,999.0,0.0,0.0,No Activity
USR_390,2023-10-13,88.0,47.0,211503.53,High Value
USR_391,2023-11-30,999.0,0.0,0.0,No Activity
USR_392,2023-05-05,306.0,4.0,21525.56,At Risk
USR_393,2023-09-25,109.0,10.0,45052.83,At Risk
USR_394,2023-12-23,20.0,8.0,47525.85,Low Value
USR_395,2023-08-04,203.0,5.0,17306.09,At Risk
USR_396,2023-06-23,999.0,0.0,0.0,No Activity
USR_397,2023-02-07,342.0,5.0,28927.42,At Risk
USR_398,2023-03-17,313.0,8.0,34658.8,At Risk
USR_399,2023-09-14,119.0,10.0,52331.43,At Risk
USR_400,2023-09-25,97.0,43.0,232233.76,High Value
USR_401,2023-04-03,278.0,9.0,45938.38,At Risk
USR_402,2023-06-26,194.0,18.0,82293.71,Loyal
USR_403,2023-10-22,999.0,0.0,0.0,No Activity
USR_404,2023-09-22,131.0,15.0,58396.04,Loyal
USR_405,2023-07-02,202.0,18.0,80533.68,Loyal
USR_406,2023-02-15,999.0,0.0,0.0,No Activity
USR_407,2023-04-19,267.0,5.0,28199.42,At Risk
USR_408,2023-12-13,83.0,1.0,7044.86,At Risk
USR_409,2023-05-26,999.0,0.0,0.0,No Activity
USR_410,2023-08-27,142.0,5.0,24613.78,At Risk
USR_411,2023-09-15,108.0,19.0,61732.270000000004,Loyal
USR_412,2023-04-28,261.0,20.0,103518.42,Loyal
USR_413,2023-01-02,395.0,20.0,135329.87,Loyal
USR_414,2023-09-25,101.0,19.0,91216.96,Loyal
USR_415,2023-05-07,253.0,5.0,25151.18,At Risk
USR_416,2023-04-09,292.0,5.0,30452.16,At Risk
USR_417,2023-10-15,106.0,10.0,58779.45,At Risk
USR_418,2023-02-17,358.0,4.0,30388.63,At Risk
USR_419,2023-06-05,210.0,9.0,41825.24,At Risk
USR_420,2023-10-02,104.0,4.0,27241.93,At Risk
USR_421,2023-05-06,999.0,0.0,0.0,No Activity
USR_422,2023-07-23,999.0,0.0,0.0,No Activity
USR_423,2023-12-10,73.0,4.0,21291.670000000002,At Risk
USR_424,2023-08-22,132.0,44.0,221550.36000000002,High Value
USR_425,2023-05-05,240.0,45.0,245157.77,High Value
USR_426,2023-07-20,173.0,17.0,72547.24,Loyal
USR_427,2023-03-10,314.0,9.0,62905.01,At Risk
USR_428,2023-12-09,48.0,5.0,36320.69,Low Value
USR_429,2023-12-07,42.0,18.0,109532.03,Loyal
USR_430,2023-10-07,93.0,19.0,95604.7,Loyal
USR_431,2023-04-09,292.0,10.0,60794.89,At Risk
USR_432,2023-01-08,999.0,0.0,0.0,No Activity
USR_433,2023-04-27,254.0,4.0,18675.239999999998,At Risk
USR_434,2023-01-05,999.0,0.0,0.0,No Activity
USR_435,2023-01-17,357.0,10.0,58909.520000000004,At Risk
USR_436,2023-04-12,271.0,17.0,92909.38,Loyal
USR_437,2023-08-30,125.0,4.0,25277.4,At Risk
USR_438,2023-08-27,127.0,20.0,95292.12,Loyal
USR_439,2023-12-03,65.0,5.0,21146.27,At Risk
USR_440,2023-11-21,89.0,10.0,46827.26,At Risk
USR_441,2023-02-23,999.0,0.0,0.0,No Activity
USR_442,2023-06-01,999.0,0.0,0.0,No Activity
USR_443,2023-09-21,115.0,8.0,34601.68,At Risk
USR_444,2023-01-25,999.0,0.0,0.0,No Activity
USR_445,2023-07-07,227.0,6.0,31009.76,At Risk
USR_446,2023-09-22,105.0,17.0,100175.33,Loyal
USR_447,2023-03-13,295.0,5.0,25859.36,At Risk
USR_448,2023-03-24,999.0,0.0,0.0,No Activity
USR_449,2023-05-24,223.0,9.0,59017.98,At Risk
USR_450,2023-10-17,83.0,18.0,95554.11,Loyal
USR_451,2023-04-28,273.0,18.0,91242.49,Loyal
USR_452,2023-01-21,999.0,0.0,0.0,No Activity
USR_453,2023-01-23,343.0,5.0,30137.2,At Risk
USR_454,2023-01-14,390.0,5.0,21985.2,At Risk
USR_455,2023-07-24,199.0,4.0,16744.65,At Risk
USR_456,2023-09-05,124.0,9.0,49520.55,At Risk
USR_457,2023-08-29,129.0,47.0,228278.81,High Value
USR_458,2023-03-29,286.0,48.0,243219.79,High Value
USR_459,2023-06-05,999.0,0.0,0.0,No Activity
USR_460,2023-04-10,999.0,0.0,0.0,No Activity
USR_461,2023-06-28,200.0,8.0,43793.58,At Risk
USR_462,2023-08-05,999.0,0.0,0.0,No Activity
USR_463,2023-04-11,286.0,5.0,16024.5,At Risk
USR_464,2023-07-20,181.0,5.0,25426.149999999998,At Risk
USR_465,2023-10-31,69.0,49.0,237940.15,High Value
USR_466,2023-08-15,153.0,4.0,27045.28,At Risk
USR_467,2023-01-31,335.0,10.0,42505.18,At Risk
USR_468,2023-04-10,999.0,0.0,0.0,No Activity
