user_id,signup_date,country,age,gender,acquisition_channel,campaign_id,kyc_completed,kyc_date,first_transaction_date,total_transactions,total_amount,avg_transaction_value,is_converted,is_active_user,kyc_done_flag,transaction_done_flag,cohort_month
USR_25,2023-04-11,Canada,19,Female,Referral,CMP_1,1,2023-04-12,2023-04-13,9.0,37738.79,4193.198888888889,1,1,1,1,2023-04
USR_26,2023-08-12,Canada,19,Male,Instagram,CMP_1,1,2023-08-14,2023-08-13,20.0,104685.02,5234.251,1,1,1,1,2023-08
USR_27,2023-09-04,USA,34,Male,Facebook,CMP_4,1,2023-09-08,2023-09-24,5.0,22788.1,4557.62,1,1,1,1,2023-09
USR_28,2023-04-08,India,33,Male,Google,CMP_6,1,2023-04-10,2023-04-16,18.0,79266.51,4403.695,1,1,1,1,2023-04
USR_29,2023-12-15,USA,53,Male,Instagram,CMP_3,1,2023-12-18,2023-12-22,8.0,25631.8,3203.975,1,1,1,1,2023-12
USR_30,2023-05-28,Canada,50,Female,Facebook,CMP_7,1,2023-06-01,2023-06-05,5.0,34677.84,6935.567999999999,1,1,1,1,2023-05
USR_31,2023-05-09,USA,40,Male,Facebook,CMP_9,1,2023-05-12,2023-06-07,10.0,63347.16,6334.716,1,1,1,1,2023-05
USR_32,2023-09-09,Canada,19,Male,Referral,CMP_10,0,,,0.0,0.0,0.0,0,0,0,0,2023-09
USR_33,2023-02-06,Canada,52,Male,Google,CMP_7,0,,2023-06-15,1.0,2793.18,2793.18,1,0,0,1,2023-02
USR_34,2023-06-01,UK,41,Female,Organic,CMP_6,0,,,0.0,0.0,0.0,0,0,0,0,2023-06
USR_35,2023-04-14,India,42,Male,Instagram,CMP_4,1,2023-04-18,2023-04-28,19.0,93403.18,4915.956842105263,1,1,1,1,2023-04
USR_36,2023-12-04,India,33,Male,Instagram,CMP_2,1,2023-12-08,2023-12-12,9.0,41307.81,4589.756666666666,1,1,1,1,2023-12
USR_37,2023-10-16,UK,25,Male,Facebook,CMP_5,1,2023-10-17,2023-10-19,42.0,225507.44,5369.224761904762,1,1,1,1,2023-10
USR_38,2023-06-25,USA,39,Female,Instagram,CMP_3,0,,,0.0,0.0,0.0,0,0,0,0,2023-06
USR_39,2023-12-31,USA,44,Male,Organic,CMP_3,1,2024-01-01,2024-01-06,46.0,234210.11,5091.524130434782,1,1,1,1,2023-12
USR_40,2023-10-11,UK,36,Female,Facebook,CMP_1,1,2023-10-15,2023-10-15,47.0,281345.85,5986.081914893616,1,1,1,1,2023-10
USR_41,2023-01-17,Canada,58,Male,Organic,CMP_5,1,2023-01-19,2023-01-18,10.0,51364.67,5136.467,1,1,1,1,2023-01
USR_42,2023-06-30,UK,38,Female,Referral,CMP_3,1,2023-07-03,2023-07-08,5.0,22863.15,4572.63,1,1,1,1,2023-06
USR_43,2023-05-08,USA,48,Female,Instagram,CMP_2,0,,,0.0,0.0,0.0,0,0,0,0,2023-05
USR_44,2023-06-23,USA,39,Male,Facebook,CMP_8,1,2023-06-25,,0.0,0.0,0.0,0,0,1,0,2023-06
USR_45,2023-09-30,USA,56,Male,Instagram,CMP_8,0,,,0.0,0.0,0.0,0,0,0,0,2023-09
USR_46,2023-12-21,USA,30,Female,Organic,CMP_2,1,2023-12-25,2023-12-25,17.0,90141.16,5302.421176470589,1,1,1,1,2023-12
USR_47,2023-06-22,Canada,33,Female,Instagram,CMP_4,0,,,0.0,0.0,0.0,0,0,0,0,2023-06
USR_48,2023-05-23,USA,40,Male,Facebook,CMP_2,1,2023-05-25,2023-07-14,19.0,115792.76,6094.355789473684,1,1,1,1,2023-05
USR_49,2023-03-04,Canada,39,Male,Instagram,CMP_6,1,2023-03-07,2023-05-28,5.0,18793.53,3758.7059999999997,1,1,1,1,2023-03
USR_50,2023-02-23,Canada,22,Male,Instagram,CMP_5,0,,,0.0,0.0,0.0,0,0,0,0,2023-02
USR_51,2023-12-16,USA,33,Male,Instagram,CMP_3,1,2023-12-18,2024-02-02,3.0,15512.18,5170.7266666666665,1,0,1,1,2023-12
USR_52,2023-05-27,USA,36,Female,Google,CMP_1,1,2023-05-28,2023-06-01,8.0,43859.86,5482.4825,1,1,1,1,2023-05
USR_53,2023-04-27,India,29,Male,Google,CMP_7,1,2023-04-28,2023-05-12,10.0,46731.0,4673.1,1,1,1,1,2023-04
USR_54,2023-08-27,India,42,Female,Facebook,CMP_2,1,2023-08-31,2023-09-21,5.0,15408.72,3081.7439999999997,1,1,1,1,2023-08
USR_55,2023-07-08,India,22,Female,Instagram,CMP_7,1,2023-07-12,,0.0,0.0,0.0,0,0,1,0,2023-07
USR_56,2023-06-03,Canada,46,Female,Organic,CMP_3,1,2023-06-04,2023-06-12,17.0,76732.26000000001,4513.662352941177,1,1,1,1,2023-06
USR_57,2023-04-04,USA,33,Female,Facebook,CMP_4,1,2023-04-07,,0.0,0.0,0.0,0,0,1,0,2023-04
USR_58,2023-04-10,USA,54,Male,Google,CMP_1,1,2023-04-11,,0.0,0.0,0.0,0,0,1,0,2023-04
USR_59,2023-04-10,UK,27,Female,Google,CMP_2,1,2023-04-11,2023-08-18,3.0,7859.93,2619.976666666667,1,0,1,1,2023-04
USR_60,2023-11-21,USA,33,Male,Instagram,CMP_4,1,2023-11-25,2023-12-23,9.0,46011.95,5112.438888888889,1,1,1,1,2023-11
USR_61,2023-06-09,India,52,Female,Instagram,CMP_4,1,2023-06-12,2023-06-30,5.0,23647.16,4729.432,1,1,1,1,2023-06
USR_62,2023-04-11,UK,57,Female,Organic,CMP_3,1,2023-04-12,2023-04-14,16.0,97085.88,6067.8675,1,1,1,1,2023-04
USR_63,2023-01-12,India,52,Male,Facebook,CMP_2,1,2023-01-13,2023-01-14,8.0,40752.619999999995,5094.077499999999,1,1,1,1,2023-01
USR_64,2023-03-31,USA,24,Female,Google,CMP_2,1,2023-04-01,,0.0,0.0,0.0,0,0,1,0,2023-03
USR_65,2023-03-16,India,38,Male,Organic,CMP_8,1,2023-03-17,2023-07-22,3.0,12773.1,4257.7,1,0,1,1,2023-03
USR_66,2023-07-11,India,53,Female,Referral,CMP_3,1,2023-07-15,2023-08-03,3.0,12855.57,4285.19,1,0,1,1,2023-07
USR_67,2023-05-31,India,30,Male,Facebook,CMP_5,1,2023-06-02,,0.0,0.0,0.0,0,0,1,0,2023-05
USR_68,2023-09-30,India,42,Female,Instagram,CMP_1,0,,,0.0,0.0,0.0,0,0,0,0,2023-09
USR_69,2023-06-26,Canada,58,Male,Facebook,CMP_4,1,2023-06-30,2023-07-05,5.0,19966.55,3993.31,1,1,1,1,2023-06
USR_70,2023-07-25,India,33,Male,Instagram,CMP_4,1,2023-07-26,2023-07-27,9.0,37341.16,4149.017777777778,1,1,1,1,2023-07
USR_71,2023-02-22,India,56,Male,Organic,CMP_7,1,2023-02-25,2023-03-01,10.0,58164.82,5816.482,1,1,1,1,2023-02
USR_72,2023-08-11,UK,40,Male,Google,CMP_10,1,2023-08-14,2023-08-17,8.0,47244.57,5905.57125,1,1,1,1,2023-08
USR_73,2023-03-17,USA,34,Male,Organic,CMP_9,1,2023-03-18,2023-03-24,16.0,73883.77,4617.735625,1,1,1,1,2023-03
USR_74,2023-06-17,USA,44,Female,Google,CMP_10,1,2023-06-18,2023-06-19,20.0,112149.04,5607.451999999999,1,1,1,1,2023-06
USR_75,2023-12-05,Canada,18,Female,Google,CMP_8,1,2023-12-08,2023-12-18,8.0,26891.46,3361.4325,1,1,1,1,2023-12
USR_76,2023-08-05,India,48,Male,Google,CMP_4,1,2023-08-08,2023-09-11,5.0,26487.06,5297.412,1,1,1,1,2023-08
USR_77,2023-04-01,UK,56,Female,Referral,CMP_10,1,2023-04-03,2023-04-05,5.0,16978.6,3395.72,1,1,1,1,2023-04
USR_78,2023-08-08,UK,25,Male,Organic,CMP_10,1,2023-08-09,2023-08-16,10.0,40022.05,4002.2050000000004,1,1,1,1,2023-08
USR_79,2023-12-14,India,42,Female,Google,CMP_9,1,2023-12-16,2023-12-16,48.0,216957.5,4519.947916666667,1,1,1,1,2023-12
USR_80,2023-02-27,Canada,38,Male,Facebook,CMP_5,1,2023-03-02,2023-03-17,5.0,18316.17,3663.2339999999995,1,1,1,1,2023-02
USR_81,2023-05-27,USA,58,Male,Facebook,CMP_4,1,2023-05-28,2023-06-17,5.0,27257.06,5451.412,1,1,1,1,2023-05
USR_82,2023-02-23,UK,40,Male,Google,CMP_6,1,2023-02-27,2023-03-15,10.0,47034.76,4703.476000000001,1,1,1,1,2023-02
USR_83,2023-09-29,India,41,Female,Google,CMP_8,1,2023-10-03,2023-10-05,18.0,106838.1,5935.450000000001,1,1,1,1,2023-09
USR_84,2023-06-13,India,45,Female,Google,CMP_10,0,,,0.0,0.0,0.0,0,0,0,0,2023-06
USR_85,2023-07-11,India,26,Male,Facebook,CMP_6,0,,,0.0,0.0,0.0,0,0,0,0,2023-07
USR_86,2023-08-08,Canada,35,Male,Organic,CMP_3,1,2023-08-09,2023-08-10,18.0,75990.93000000001,4221.718333333334,1,1,1,1,2023-08
USR_87,2023-01-10,Canada,22,Male,Organic,CMP_8,1,2023-01-11,,0.0,0.0,0.0,0,0,1,0,2023-01
USR_88,2023-05-26,India,43,Male,Google,CMP_1,0,,,0.0,0.0,0.0,0,0,0,0,2023-05
USR_89,2023-10-10,UK,51,Male,Organic,CMP_1,1,2023-10-11,2023-10-25,10.0,52914.3,5291.43,1,1,1,1,2023-10
USR_90,2023-11-07,India,22,Male,Instagram,CMP_6,0,,2024-02-29,1.0,1433.54,1433.54,1,0,0,1,2023-11
USR_91,2023-01-23,UK,27,Female,Organic,CMP_5,1,2023-01-25,2023-01-30,8.0,31465.69,3933.21125,1,1,1,1,2023-01
USR_92,2023-01-01,India,21,Female,Google,CMP_3,1,2023-01-05,2023-04-13,9.0,50870.28,5652.253333333333,1,1,1,1,2023-01
USR_93,2023-02-03,USA,51,Female,Facebook,CMP_8,0,,,0.0,0.0,0.0,0,0,0,0,2023-02
USR_94,2023-11-02,USA,22,Female,Instagram,CMP_1,1,2023-11-03,2023-11-17,17.0,113887.61,6699.271176470588,1,1,1,1,2023-11
USR_95,2023-04-22,USA,38,Female,Organic,CMP_7,0,,,0.0,0.0,0.0,0,0,0,0,2023-04
USR_96,2023-04-13,USA,51,Female,Instagram,CMP_6,1,2023-04-15,2023-06-15,3.0,19601.16,6533.72,1,0,1,1,2023-04
USR_97,2023-12-01,Canada,55,Male,Referral,CMP_3,0,,,0.0,0.0,0.0,0,0,0,0,2023-12
USR_98,2023-01-30,India,34,Male,Instagram,CMP_7,1,2023-02-03,2023-02-01,18.0,72622.0,4034.5555555555557,1,1,1,1,2023-01
USR_99,2023-11-26,USA,41,Male,Google,CMP_1,1,2023-11-28,2024-01-17,10.0,50471.06,5047.106,1,1,1,1,2023-11
USR_100,2023-07-24,Canada,40,Male,Instagram,CMP_3,1,2023-07-26,2023-10-05,4.0,28960.47,7240.1175,1,0,1,1,2023-07
USR_101,2023-01-08,Canada,42,Male,Facebook,CMP_4,1,2023-01-09,2023-02-02,5.0,39239.15,7847.83,1,1,1,1,2023-01
USR_102,2023-06-09,India,36,Male,Instagram,CMP_2,1,2023-06-11,2023-07-22,5.0,16163.600000000002,3232.7200000000003,1,1,1,1,2023-06
USR_103,2023-11-13,India,18,Male,Facebook,CMP_6,1,2023-11-15,2023-11-18,10.0,40316.79,4031.679,1,1,1,1,2023-11
USR_104,2023-02-03,USA,44,Male,Instagram,CMP_1,1,2023-02-04,2023-02-09,9.0,32202.4,3578.0444444444447,1,1,1,1,2023-02
USR_105,2023-08-02,Canada,34,Female,Organic,CMP_8,0,,,0.0,0.0,0.0,0,0,0,0,2023-08
USR_106,2023-04-23,UK,32,Male,Facebook,CMP_3,0,,,0.0,0.0,0.0,0,0,0,0,2023-04
USR_107,2023-01-14,USA,31,Female,Organic,CMP_10,1,2023-01-16,2023-01-16,5.0,23305.87,4661.174,1,1,1,1,2023-01
USR_108,2023-07-06,UK,20,Male,Facebook,CMP_8,1,2023-07-09,2023-07-07,45.0,219292.01,4873.155777777778,1,1,1,1,2023-07
USR_109,2023-10-01,India,32,Female,Google,CMP_10,1,2023-10-05,2023-10-13,4.0,16769.61,4192.4025,1,0,1,1,2023-10
USR_110,2023-07-21,USA,56,Female,Google,CMP_7,1,2023-07-22,2023-08-22,8.0,44401.01,5550.12625,1,1,1,1,2023-07
USR_111,2023-05-25,India,27,Male,Google,CMP_4,1,2023-05-28,2023-06-27,8.0,39531.810000000005,4941.476250000001,1,1,1,1,2023-05
USR_112,2023-08-16,India,25,Female,Instagram,CMP_6,1,2023-08-18,2023-09-17,18.0,97806.58,5433.698888888889,1,1,1,1,2023-08
USR_113,2023-04-11,Canada,51,Male,Organic,CMP_6,1,2023-04-13,2023-05-17,4.0,15185.260000000002,3796.3150000000005,1,0,1,1,2023-04
USR_114,2023-08-17,USA,39,Male,Facebook,CMP_9,1,2023-08-21,2023-08-20,45.0,184534.18,4100.759555555555,1,1,1,1,2023-08
USR_115,2023-01-04,UK,20,Male,Organic,CMP_8,1,2023-01-08,2023-01-20,10.0,44663.07,4466.307,1,1,1,1,2023-01
USR_116,2023-08-11,Canada,45,Male,Google,CMP_6,1,2023-08-13,2023-08-12,8.0,36579.85,4572.48125,1,1,1,1,2023-08
USR_117,2023-04-04,UK,19,Male,Organic,CMP_8,1,2023-04-07,2023-05-19,10.0,64356.71000000001,6435.671,1,1,1,1,2023-04
USR_118,2023-06-22,Canada,21,Male,Facebook,CMP_5,1,2023-06-23,2023-07-14,9.0,50283.06,5587.006666666666,1,1,1,1,2023-06
USR_119,2023-05-20,USA,55,Male,Instagram,CMP_1,1,2023-05-24,2023-06-09,5.0,22312.739999999998,4462.548,1,1,1,1,2023-05
USR_120,2023-11-29,UK,27,Male,Facebook,CMP_3,1,2023-12-01,2023-12-05,4.0,25752.15,6438.0375,1,0,1,1,2023-11
USR_121,2023-01-13,India,18,Male,Organic,CMP_8,1,2023-01-14,2023-02-11,5.0,16522.0,3304.4,1,1,1,1,2023-01
USR_122,2023-02-07,India,48,Male,Organic,CMP_7,0,,,0.0,0.0,0.0,0,0,0,0,2023-02
USR_123,2023-08-24,USA,28,Male,Facebook,CMP_2,1,2023-08-27,2023-10-23,9.0,46349.12,5149.902222222223,1,1,1,1,2023-08
USR_124,2023-01-01,UK,46,Female,Organic,CMP_8,1,2023-01-03,2023-01-08,9.0,47097.04,5233.004444444445,1,1,1,1,2023-01
USR_125,2023-11-12,UK,22,Male,Facebook,CMP_3,1,2023-11-14,2023-11-17,5.0,26128.81,5225.762000000001,1,1,1,1,2023-11
USR_126,2023-05-12,Canada,42,Female,Organic,CMP_9,1,2023-05-16,2023-06-27,5.0,24709.199999999997,4941.839999999999,1,1,1,1,2023-05
USR_127,2023-01-14,UK,50,Male,Instagram,CMP_3,1,2023-01-15,,0.0,0.0,0.0,0,0,1,0,2023-01
USR_128,2023-05-25,India,19,Female,Google,CMP_1,0,,,0.0,0.0,0.0,0,0,0,0,2023-05
USR_129,2023-02-08,UK,20,Male,Google,CMP_3,1,2023-02-12,2023-02-25,9.0,28490.76,3165.64,1,1,1,1,2023-02
USR_130,2023-01-15,Canada,56,Male,Instagram,CMP_1,0,,,0.0,0.0,0.0,0,0,0,0,2023-01
USR_131,2023-04-07,Canada,50,Female,Organic,CMP_5,1,2023-04-09,2023-05-14,8.0,31871.4,3983.925,1,1,1,1,2023-04
USR_132,2023-01-05,UK,55,Male,Google,CMP_10,1,2023-01-06,2023-01-15,5.0,29943.190000000002,5988.638000000001,1,1,1,1,2023-01
USR_133,2023-08-04,India,46,Female,Google,CMP_4,1,2023-08-08,2023-08-05,46.0,230242.46,5005.270869565217,1,1,1,1,2023-08
USR_134,2023-11-28,USA,53,Female,Facebook,CMP_2,1,2023-11-29,2023-12-09,20.0,111456.12,5572.806,1,1,1,1,2023-11
USR_135,2023-05-28,UK,23,Female,Google,CMP_10,1,2023-05-30,2023-08-23,3.0,27691.43,9230.476666666667,1,0,1,1,2023-05
USR_136,2023-12-29,India,35,Male,Instagram,CMP_10,1,2024-01-02,2024-01-05,19.0,87956.84,4629.307368421052,1,1,1,1,2023-12
USR_137,2023-06-20,India,22,Female,Referral,CMP_4,1,2023-06-22,2023-06-26,10.0,46949.020000000004,4694.902,1,1,1,1,2023-06
USR_138,2023-04-02,Canada,46,Female,Facebook,CMP_10,0,,,0.0,0.0,0.0,0,0,0,0,2023-04
USR_139,2023-09-24,USA,54,Male,Facebook,CMP_7,0,,2023-12-22,1.0,7681.51,7681.51,1,0,0,1,2023-09
USR_140,2023-07-01,India,57,Male,Referral,CMP_7,1,2023-07-02,2023-07-24,5.0,24410.04,4882.008,1,1,1,1,2023-07
USR_141,2023-05-17,UK,43,Male,Organic,CMP_10,1,2023-05-18,2023-06-25,17.0,80818.82,4754.048235294118,1,1,1,1,2023-05
USR_142,2023-03-31,USA,35,Male,Google,CMP_6,0,,,0.0,0.0,0.0,0,0,0,0,2023-03
USR_143,2023-05-08,Canada,42,Male,Facebook,CMP_3,1,2023-05-12,2023-05-24,17.0,104583.83,6151.99,1,1,1,1,2023-05
USR_144,2023-06-10,Canada,39,Female,Organic,CMP_1,1,2023-06-11,2023-06-14,5.0,27038.010000000002,5407.602000000001,1,1,1,1,2023-06
USR_145,2023-12-03,USA,37,Female,Google,CMP_4,1,2023-12-04,2023-12-08,19.0,89161.18,4692.693684210526,1,1,1,1,2023-12
USR_146,2023-12-26,USA,49,Male,Google,CMP_1,1,2023-12-29,2023-12-28,47.0,199654.73,4247.972978723405,1,1,1,1,2023-12
USR_147,2023-07-30,Canada,47,Female,Facebook,CMP_1,1,2023-07-31,2023-08-11,5.0,29833.85,5966.7699999999995,1,1,1,1,2023-07
USR_148,2023-03-19,Canada,19,Female,Google,CMP_3,1,2023-03-21,2023-04-01,9.0,51829.46,5758.828888888889,1,1,1,1,2023-03
USR_149,2023-06-15,India,18,Female,Facebook,CMP_3,1,2023-06-18,2023-07-04,9.0,37030.28,4114.475555555556,1,1,1,1,2023-06
USR_150,2023-10-15,India,51,Female,Google,CMP_10,1,2023-10-19,2023-10-16,4.0,12627.96,3156.99,1,0,1,1,2023-10
USR_151,2023-10-15,India,25,Male,Organic,CMP_2,1,2023-10-19,2023-11-25,4.0,11291.22,2822.805,1,0,1,1,2023-10
USR_152,2023-09-12,UK,54,Male,Facebook,CMP_8,1,2023-09-15,2023-09-15,48.0,240720.31,5015.006458333333,1,1,1,1,2023-09
USR_153,2023-09-21,Canada,41,Female,Organic,CMP_2,0,,,0.0,0.0,0.0,0,0,0,0,2023-09
USR_154,2023-06-14,Canada,48,Male,Facebook,CMP_6,1,2023-06-16,2023-06-17,45.0,212912.24,4731.383111111111,1,1,1,1,2023-06
USR_155,2023-09-20,India,36,Female,Facebook,CMP_1,0,,,0.0,0.0,0.0,0,0,0,0,2023-09
USR_156,2023-10-12,UK,22,Female,Organic,CMP_2,1,2023-10-14,2023-11-26,9.0,34889.35,3876.5944444444444,1,1,1,1,2023-10
USR_157,2023-07-14,India,37,Male,Facebook,CMP_7,1,2023-07-16,2023-08-01,18.0,100133.55,5562.975,1,1,1,1,2023-07
USR_158,2023-08-14,Canada,39,Female,Google,CMP_5,1,2023-08-16,2023-08-19,9.0,46767.229999999996,5196.358888888888,1,1,1,1,2023-08
USR_159,2023-04-30,UK,34,Female,Organic,CMP_7,1,2023-05-01,,0.0,0.0,0.0,0,0,1,0,2023-04
USR_160,2023-02-09,USA,56,Male,Instagram,CMP_2,1,2023-02-11,2023-02-26,20.0,114075.06,5703.753,1,1,1,1,2023-02
USR_161,2023-01-04,India,51,Male,Instagram,CMP_10,1,2023-01-06,2023-01-05,44.0,231059.61,5251.354772727273,1,1,1,1,2023-01
USR_162,2023-05-08,USA,58,Female,Organic,CMP_5,1,2023-05-09,2023-05-17,15.0,76277.63,5085.175333333334,1,1,1,1,2023-05
USR_163,2023-03-17,UK,39,Male,Facebook,CMP_7,0,,,0.0,0.0,0.0,0,0,0,0,2023-03
USR_164,2023-05-14,India,24,Female,Google,CMP_8,0,,,0.0,0.0,0.0,0,0,0,0,2023-05
USR_165,2023-07-09,USA,19,Female,Google,CMP_10,1,2023-07-12,2023-08-26,5.0,10756.23,2151.246,1,1,1,1,2023-07
USR_166,2023-06-30,UK,46,Male,Organic,CMP_4,1,2023-07-04,2023-07-27,9.0,34602.15,3844.6833333333334,1,1,1,1,2023-06
USR_167,2023-06-13,USA,57,Male,Organic,CMP_1,1,2023-06-16,2023-06-21,9.0,36582.82,4064.757777777778,1,1,1,1,2023-06
USR_168,2023-06-01,Canada,50,Female,Facebook,CMP_6,1,2023-06-04,2023-06-09,44.0,216839.56,4928.171818181818,1,1,1,1,2023-06
USR_169,2023-08-15,USA,51,Male,Facebook,CMP_4,1,2023-08-16,2023-08-22,5.0,29749.95,5949.99,1,1,1,1,2023-08
USR_170,2023-07-20,UK,42,Male,Organic,CMP_8,1,2023-07-21,2023-09-08,5.0,23982.879999999997,4796.575999999999,1,1,1,1,2023-07
USR_171,2023-02-08,Canada,54,Female,Organic,CMP_3,0,,,0.0,0.0,0.0,0,0,0,0,2023-02
USR_172,2023-04-12,UK,54,Female,Facebook,CMP_2,0,,,0.0,0.0,0.0,0,0,0,0,2023-04
USR_173,2023-01-17,Canada,29,Female,Instagram,CMP_10,0,,,0.0,0.0,0.0,0,0,0,0,2023-01
USR_174,2023-09-21,Canada,54,Female,Organic,CMP_5,0,,,0.0,0.0,0.0,0,0,0,0,2023-09
USR_175,2023-01-25,USA,32,Male,Google,CMP_2,1,2023-01-27,2023-01-26,41.0,221225.2,5395.736585365854,1,1,1,1,2023-01
USR_176,2023-02-16,USA,34,Male,Instagram,CMP_10,1,2023-02-18,2023-02-26,9.0,39558.03,4395.336666666666,1,1,1,1,2023-02
USR_177,2023-09-27,UK,25,Female,Organic,CMP_5,0,,2023-12-28,1.0,3451.27,3451.27,1,0,0,1,2023-09
USR_178,2023-03-23,USA,35,Male,Organic,CMP_4,1,2023-03-25,2023-03-26,44.0,213390.2,4849.777272727273,1,1,1,1,2023-03
USR_179,2023-06-08,India,51,Male,Facebook,CMP_8,1,2023-06-10,2023-07-16,8.0,39667.26,4958.4075,1,1,1,1,2023-06
USR_180,2023-07-02,India,32,Female,Facebook,CMP_7,1,2023-07-04,2023-10-18,5.0,38659.3,7731.860000000001,1,1,1,1,2023-07
USR_181,2023-07-29,USA,59,Female,Organic,CMP_1,1,2023-08-01,2023-10-12,3.0,4107.96,1369.32,1,0,1,1,2023-07
USR_182,2023-06-19,USA,30,Male,Facebook,CMP_2,0,,,0.0,0.0,0.0,0,0,0,0,2023-06
USR_183,2023-08-15,India,46,Female,Facebook,CMP_7,1,2023-08-16,2023-08-25,9.0,35704.85,3967.2055555555553,1,1,1,1,2023-08
USR_184,2023-08-24,India,27,Female,Instagram,CMP_9,1,2023-08-28,2023-08-26,5.0,23593.07,4718.614,1,1,1,1,2023-08
USR_185,2023-03-06,USA,31,Female,Facebook,CMP_1,0,,,0.0,0.0,0.0,0,0,0,0,2023-03
USR_186,2023-05-26,USA,18,Male,Facebook,CMP_5,1,2023-05-29,2023-07-09,5.0,22721.56,4544.312,1,1,1,1,2023-05
USR_187,2023-11-01,USA,29,Male,Instagram,CMP_9,1,2023-11-02,2023-11-11,8.0,50383.17,6297.89625,1,1,1,1,2023-11
USR_188,2023-07-17,USA,41,Male,Organic,CMP_7,1,2023-07-18,2023-08-08,4.0,32893.19,8223.2975,1,0,1,1,2023-07
USR_189,2023-07-18,India,25,Female,Facebook,CMP_4,1,2023-07-19,2023-08-15,9.0,45959.59,5106.621111111111,1,1,1,1,2023-07
USR_190,2023-08-31,India,43,Male,Facebook,CMP_10,0,,,0.0,0.0,0.0,0,0,0,0,2023-08
USR_191,2023-09-19,India,40,Male,Facebook,CMP_5,0,,,0.0,0.0,0.0,0,0,0,0,2023-09
USR_192,2023-08-29,India,35,Female,Instagram,CMP_10,1,2023-09-02,2023-09-24,8.0,42160.89,5270.11125,1,1,1,1,2023-08
USR_193,2023-08-15,Canada,42,Male,Instagram,CMP_6,1,2023-08-17,,0.0,0.0,0.0,0,0,1,0,2023-08
